ExerciseType,ExerciseSubType,Device:xAcceleration,Device:yAcceleration,Device:zAcceleration,Device:xRotationRate,Device:yRotationRate,Device:zRotationRate,AccRms,RotRms,roll,pitch
pushup,pushup,-0.136352539,0.984130859,-0.286499023,6.890243902,-2.317073171,13.75,1.034015112,15.55335299,-1.287507179,0.444204181
pushup,pushup,-0.129516602,0.981689453,-0.319824219,-1.402439024,11.06707317,2.195121951,1.040565358,11.36949885,-1.255850423,0.384776487
pushup,pushup,-0.172241211,0.951538086,-0.288330078,2.042682927,1.798780488,4.207317073,1.00907185,5.01095617,-1.276576004,0.538487196
pushup,pushup,-0.192626953,0.904541016,-0.248535156,-0.304878049,2.62195122,1.615853659,0.957637362,3.09492518,-1.302649692,0.659340753
pushup,pushup,-0.144897461,0.732299805,-0.171142578,-0.426829268,-5.823170732,-5.884146341,0.765864257,8.289431751,-1.341211361,0.702544628
pushup,pushup,-0.159912109,0.653320313,-0.181274414,-4.329268293,-2.926829268,-26.31097561,0.696605862,26.82491996,-1.300138603,0.722867981
pushup,pushup,-0.220825195,0.868774414,-0.274291992,-2.103658537,-2.713414634,-11.8597561,0.937426715,12.34673289,-1.264977978,0.677826851
pushup,pushup,-0.19128418,1.037841797,-0.374511719,3.597560976,-4.329268293,-11.31097561,1.119805457,12.63420667,-1.224482924,0.47221549
pushup,pushup,-0.258544922,1.10144043,-0.327880859,0.945121951,-2.43902439,-10.33536585,1.177931388,10.6612327,-1.281465934,0.667709738
pushup,pushup,-0.338012695,1.135253906,-0.319091797,6.219512195,2.682926829,-7.347560976,1.226732892,9.993351821,-1.296790806,0.814184561
pushup,pushup,-0.290161133,1.112792969,-0.383789063,8.292682927,0.548780488,-3.841463415,1.212351319,9.155686283,-1.238682769,0.647357587
pushup,pushup,-0.309448242,1.01574707,-0.309814453,-1.768292683,-2.652439024,-5.091463415,1.106112707,6.00710342,-1.274748267,0.784806797
pushup,pushup,-0.292114258,1.012573242,-0.293945313,-0.701219512,-3.109756098,-0.701219512,1.094092847,3.26404666,-1.28826648,0.782273824
pushup,pushup,-0.300415039,1.029052734,-0.30090332,-2.164634146,0.579268293,-3.597560976,1.113436811,4.238353185,-1.28631908,0.784586146
